title,label,description,realInstalls,score,ratings,reviews,released,lastUpdatedOn,version,released_ym
HKoenig_Robot,1,"The HKoenigRobot APP is a mobile application that connects to Hkoenig SWRC110 robot products. Users can replace the traditional remote control with APP, remote control the robot to clean,dock to charge,etc.\nEquipment control, support direction control, cleaning preferences settings,etc.\nTime Schedule, clean at any time within a week.\nSupport personalized settings of device name, time calibration, deleting equipment,etc."",",,,,,2025-01-22T08:00:00Z,2025-01-22T08:45:45Z,,2025-01
에브리봇 홈,1,"Enjoy a smarter, more convenient life with the ""Everybot Home"" app.



Supported Models: Robot Vacuums Q11, Q7, Q3 PLUS, Q3

* Can be used with the same Q3 app user account.



# Map Creation

When you start cleaning, the robot explores your home and creates a map.

Depending on your model, you can create a map by pressing the ""Create Map"" or ""Clean My Home"" button.

Once the map is completed, spaces are automatically divided for efficient cleaning.



# Map Editing

You can separate and merge spaces using the [Edit Map] menu on the robot-generated map, and name each space.



# No-Go Zones

Are there any areas where the robot should not enter?

Set no-go zones for areas with low steps of 10cm or less, such as dog poop pads, entrances, and bathrooms.

You can also set no-mopping zones when the mop is attached to prevent it from entering your carpet and damaging it.



# Scheduled Cleaning

Schedule multiple cleaning schedules by freely selecting your preferred time and day (weekdays/weekends).

Even while you're away, cleaning is automatically completed according to a set schedule, ensuring your home is always clean.



# Mop Washing and Drying (Supports Q11 and Q7)

High-temperature washing and hot air drying automatically clean the mop and hygienically dry it.



Keep your robot vacuum cleaner clean even after cleaning.



# AI Smart Cleaning (Supports Q11)

The AI ​​recognition function automatically detects furniture and obstacles,

and cleans using the optimal cleaning path.



It recognizes floor materials and environmental conditions to provide more detailed and efficient cleaning.



# Security Management

Use with confidence, without worrying about your privacy being compromised.

All data collected through the app is encrypted and securely protected.",23224.0,,,,"Jul 11, 2023",,Varies with device,2023-07
에브리봇 Q9,1,"#Create and edit maps

You can create maps, edit rooms, or set exclusion zones to create optimized cleaning preferences for your robot vacuum cleaner.



#Automatic mop cleaning

You can wipe the floor with a clean mop before cleaning, then dock with the all-in-one station during cleaning to continue cleaning after the mop is finished.



#Automatic emptying of dust

When cleaning is complete, the robot vacuum cleaner docks with the all-in-one station and automatically empties the dust bin.



#Automatic mop drying

After cleaning, the all-in-one station automatically cleans the mop and then dries it according to the set cycle.



#Mop edge cleaning

When you activate the function, the mop will automatically extend for edge cleaning when cleaning walls and edges.



#Automatic hair removal

When cleaning is completed and docked with the all-in-one station, hair wrapped around the robot vacuum cleaner's main brush can be automatically removed.",7260.0,,,,"Aug 8, 2024",,Varies with device,2024-08
BOBOT LIFE,1,"With [Personalized cleaning settings], you can configure different cleaning plans for your family,and meet your personalized cleaning requirements in different scenarios. 

Under [Three cleaning modes], you can adjust the cleaning frequence, suction power, and mop humidity, and set different combinations to meet your cleaning requirements. 

Through [Mop cleaning], you can command BOBOT to return to the station to clean mop based on floor condition. After that, BOBOT will continue the uncompleted cleaning task. 

[Restricted Zone/Virtual Wall] is used to set restricted zones/virtual walls.

BOBOT will only go to permitted places based on your instructions, such as plush carpet area and children’s toy area. 

[Division Edit] enables area division, combination, and renaming, and you can divide the cleaning space as you like. 

Through [Sharing management], you can share one BOBOT to your family members through the app,

and realize joint control among family members. In addition, you can manage the sharing members in the app. 

Please contact us through the following methods. 

Website:bobot-israel.com

Tel.: +972-51-2468002",224.0,,,,"Nov 22, 2023",,Varies with device,2023-11
AICLE-에이클,1,,,,,,,,,
cvROBO,1,"The app Flexit cvROBO provide the possibility to monitor and manage your robot vacuum cleaner cvROBO. 



The cvROBO app lets you:

• Program cleaning (daily or

weekly).

• Begin or end cleaning, even when you are not at home.

• Select the cleaning mode.

• Adjust the suction power.

• Adjust the volume of water used

for mopping.

• Activate or deactivate the

automatic self-cleaning function.

• See history

• Search for cvROBO if it has not

returned to the docking station.",650.0,,,,"Dec 22, 2021",,Varies with device,2021-12
POWERbot-S,1,"POWERbot-S APP just helps you to release your hands from housework. You can only control you robot vacuum via app, to get started, go back to docking station or other controls.",47112.0,3.857143,183.0,2.0,"Mar 26, 2023","Nov 28, 2024",1.2.0,2023-03
HG5,1,"Through the Hoover HG5 App you'll be able to:

• Control your robot in an easy and intuitive way

• Activate the cleaning process from anywhere

• Carry out settings and daily scheduling

• Choose between different cleaning modes",4482.0,0.0,0.0,0.0,"Jan 13, 2023",,Varies with device,2023-01
RoboKit,1,"We have released the RoboKit mobile application with which you can remotely control Kitfort robots.

On the first launch of the application, select a robot and connect it.

After connecting, you can control the robot while away from home. For example, on leaving work, go to the application and click on the Start button. You will come home to a nice clean floor.

To avoid having to press a button every time you can set a cleaning schedule for the whole week.

From the RoboKit application, you can not only start cleaning, but also change cleaning modes and instruct the robot to charge itself.

While moving the robot draws a cleaning map and displays it in the mobile application.

The RoboKit mobile app team is constantly working on improving features and functionality of the product.

In the near future we will launch more robots that can be controlled from the application and provide even more opportunities for users of our smart devices.

If you have any questions or suggestions, please write to us at info@kitfort.ru

Official website: https://kirfort.ru/",7510.0,,,,"Dec 26, 2019",,Varies with device,2019-12
SENCOR CLEAN,1,Take control of your SENCOR robot vacuum cleaner with the SENCOR CLEAN app.,9700.0,,,,"Jan 8, 2021",,Varies with device,2021-01
Sweeper & Power,1,"The Sweeper & Power® Robotics Robot Vacuum APP is a mobile application that connects to E.ZICOM robot products. Users can replace the traditional remote control with APP, remote control the robot to clean,dock to charge,etc.

•Equipment control, support direction control, cleaning   preferences settings,etc..

•Time Schedule, clean at any time within a week.

•Equipment positioning, can view the data of cleaning area and cleaning time.

•Support personalized settings of device name, time calibration, deleting equipment,etc.",12240.0,,,,"Jul 9, 2018",,Varies with device,2018-07
아이닉 스마트 로봇,1,"Conveniently use the Inic robot vacuum cleaner series products with one app.



You can connect and control robot vacuum cleaners quickly and easily using the Iniq smart robot. 



[Main Features]

1. Select various cleaning modes (designated area cleaning function/scheduled cleaning function/side cleaning function, etc.)

2. Various map management and map editing functions (mapping function/map memory function/3D map function)

3. Remote control (real-time monitoring/obstacle identification/automatic charging/AI function)

4. Maintenance (consumable replacement notification/error message)



[Supported products]

Robot vacuum cleaner iX30 AI Ultra



[Usage environment]

There may be restrictions on use depending on some mobile device environments.

Supports Android OS 4.4 and above

Wifi 2.4GHz supported (5GHz not supported)



[Product and A/S related inquiries]

Please call our customer service center at 1800-8515 and we will kindly respond.



The INIQ Smart Robot App is an application designed by “INIQ Co., Ltd.” (hereinafter referred to as “INIQ” or “Company”) for house cleaning robots. Through the Iniq Smart Robot App, you can easily connect your mobile phone with Iniq's cleaning robot to achieve comprehensive intelligent cleaning control.



With the Iniq Smart Robot app, you can enjoy the following convenient features:



[Remote Control]: You can control and set up the cleaning robot at any time via your mobile phone, no matter where you are. Whether you want to start, pause, or stop the cleaning task or adjust the cleaning mode, everything is under your control.



[View status]: Check the current location, operating status, and consumable usage of the cleaning robot in real time. You can track your robot vacuum cleaner's battery level, cleaning progress, and consumables that need to be replaced.



[Quick Actions]: Preset frequently used cleaning tasks and start with one click, so you don't have to repeat settings every time. For example, you can set Quick Cleaning mode for daily light cleaning and Deep Cleaning mode for weekly cleaning.



[Show Map]: You can view the 2D or 3D map generated by the cleaning robot to clearly understand the cleaning route and cleaning area. The map makes it easy to identify areas that have been cleaned and those that still need attention.



[Scheduled Cleaning]: When you set a cleaning schedule, the cleaning robot will automatically start cleaning at the specified time. Whether it's every morning or when you go out, you can keep your home tidy by having the cleaning robot start on time.



[Do not disturb mode]: Set the do not disturb time to prevent the cleaning robot from disturbing you when you are resting or need quiet time. You can set a sleep time at night so that the robot vacuum cleaner does not perform cleaning tasks during that time.



[Map Edit]: Edit the cleaning map generated by the cleaning robot, optimize the cleaning route, and improve cleaning efficiency. You can mark off-limits areas on a map or prioritize cleaning areas to have the robot vacuum according to your needs.



[Device Sharing]: Share device permissions with family and friends and enjoy smart cleaning together. Each user can control the cleaning robot via their mobile phone, share household chores, and collectively keep the house clean.",2677.0,,,,"Jan 15, 2025",,Varies with device,2025-01
SUBLUE ROBOT,1,"SUBLUE ROBOT App is a mobile App that connects to SUBLUE intelligent swimming pool cleaning robot products and supports the designated swimming pool cleaning robot products of SUBLUE. You can complete the function operations of the robot through the App and view more cleaning map information which is unavailable to traditional pool cleaning robots.



After connecting to SUBLUE ROBOT App, you can easily unlock more functions:

	Keep track of the cleaning process at any time and get the cleaning path

	Remotely reserve cleaning in real time, allowing for swimming pool cleaning even when you are not at home

	Remotely control cleaning with your mobile phone, clean wherever it is dirty

	Display the cleaning data in real time and share the cleaning log by one click

	Freely set the cleaning mode, cover the bottom, walls and waterline of the swimming pool

	Remotely upgrade the robot firmware (OTA upgrade), experience the cutting-edge features as using a new machine every year

	SUBLUE Mall, more good products, more discounts



Official Website: www.sublue.com",434.0,2.3333333,8.0,6.0,"Nov 7, 2023",,Varies with device,2023-11
WYBOT,1,"This is a tool for pool cleaning robot. It can control the cleaning robot to automatically clean the pool in 4 modes, or manually control the cleaning robot to clean the designated places in the pool. Also, you can make an appointment to start the cleaning robot automatically and clean the pool.",,2.0,34.0,34.0,2023-02-16T08:00:00Z,2026-01-07T21:38:03Z,2.3.10,2023-02
Aiper,1,"Welcome to use the Aiper App. We are very happy to provide support for the intelligence of your courtyard. Please allow me to introduce our App.
Aiper is an app specially designed to connect and support the courtyard robots under the Aiper brand. Centered on the pool cleaning robot, it is a powerful partner for your courtyard management. Through the app, you can easily connect your device to your mobile phone. The device works efficiently under the command of the app. You can enjoy these service with Aiper.
Effortlessly Usage
With our intuitive app interface, you can quickly and effortlessly configure your pool cleaning robot and associated devices. No technical expertise required – our app guides you through the setup process, ensuring a hassle-free start.
Compatible with Multiple Models
Customize your pool cleaning to suit your specific needs. Our app offers a variety of working modes for the pool cleaning robot. Whether you prefer a thorough deep clean, a quick touch-up, or a scheduled cleaning routine, you have the power to choose. 
Customer-centric
We are committed to providing you with the best possible service. Our dedicated customer support team is available around the clock to assist you with any questions or issues you may encounter.",,4.23076,130.0,130.0,2024-02-23T08:00:00Z,2025-11-28T05:59:03Z,2.3.11,2024-02
ROBO POOL,1,"this is app, which is used for setting pool robot. 

setting clean time and others.",211.0,0.0,0.0,0.0,"Dec 18, 2024",,Varies with device,2024-12
Hy-Clor Robot Cleaners,1,,,,,,,,,
Beatbot,1,"The Beatbot App is the official application for all Xingmai robotic pool cleaners, allowing you to have full control over your robot. With just a single tap, you can ensure your swimming pool is thoroughly cleaned.
After completing the network setup, you can enjoy the advanced features provided by the App:
1.Cleaning Mode Setting: Customize cleaning modes for different areas based on your specific needs to enhance cleaning efficiency.
2.Cleaning Record&Map: Access the cleaning record and map for each cleaning task after completion.
3.Robot Working Status: Keep track of your robot's working status using the App, regardless of your location.
4.Delayed Cleaning Setting：Schedule cleaning to start at a specific time period of your choosing.

Additionally, we are continually testing and developing other practical features. Stay tuned for more updates in the near future! We hope you'll enjoy using the Beatbot App.",,3.19231,52.0,52.0,2023-11-05T07:00:00Z,2025-09-20T07:23:25Z,1.3.1,2023-11
NemH2O,1,"NEMH2O is an innovative robot, developed by the creators of Ambrogio Robot, in order to have a completely automatic pool cleaner.



NEMH2O is autonomous 365 days a year: with NEMH20 you don’t need to clean the pool or resort to a winter cover.



NEMH2O requires no power cords and can also be used without a filter (using the existing filters in each pool), he gets recharged through induction directly by itself in the water and programmed via bluetooth (software upgradeable via APP).",3012.0,0.0,0.0,0.0,"Jun 5, 2014",,Varies with device,2014-06
Mypoolbot,1,"Take full control of your cleaning robots with the Mypoolbot app, designed for effortless pool maintenance. With Bluetooth and Wi-Fi connectivity, the app lets you operate your robot, adjust cleaning settings, and track performance seamlessly. Its user-friendly interface simplifies the experience, making pool care more efficient and hassle-free.",229.0,,,,"Mar 10, 2025",,Varies with device,2025-03
TWOTOO ,1,"The TWOTOO APP allows you to remotely control the sweeping robot through your mobile phone. Whether at home or outside, you can let the robot perform daily cleaning tasks independently.All you need to do is appreciate its efficient cleaning function and enjoy a warm and clean home environment.



1)View the real-time map, the robot builds the map in real time during the cleaning, allowing you to see its work at a glance.



2)Remote cleaning, simple operation can remotely control all the functions of the machine, cleaning anytime, anywhere.



3)Make an appointment for cleaning and set the time for daily cleaning work to meet your exclusive cleaning customization.



4)Support multiple cleaning modes to switch easily.",1093.0,,,,"Mar 18, 2021",,Varies with device,2021-03
MyDolphin Plus,1,"Welcome to Maytronics! You are the proud owner of the Dolphin robotic pool cleaner. Now let's make sure you enjoy the full experience.    

The Dolphin robotic pool cleaner is designed to make sure you have a clean pool, and crystal-clear pool water. The 'MyDolphin™ Plus' app gives you complete control over what the robot does and the way it does it.    

The Dolphin robotic pool cleaner is connected to your mobile using Wi-Fi® and Bluetooth® so you can control it from anywhere at any time!  

You can use your mobile, or voice control to send your robot out to clean and tell it when to stop.    

 The 'MyDolphin™ Plus App allows you to:  
* Control your pool cleaner from anywhere at any time. 
* Voice control it via Siri® 
* Setup timer and cleaning modes 
* Tell the robot to climb up to the surface for easy pickup 
* Name your robot 
* Drive it around, just for fun 
* Create an underwater LED show 
* And much more. 

Some features may vary between different Dolphin models.

Plus, we have the most fantastic customer care team that is always there for you. Contact us for anything you need.",,4.75433,8597.0,8597.0,2019-06-21T03:33:45Z,2025-08-11T10:50:59Z,3.1.5,2019-06
MyDolphin,1,"With this easy-to-use app you can register your Dolphin robot pool cleaner online and control it remotely – Activate cleaning programs and the weekly timer, navigate manually, and more.",,1.55689,167.0,167.0,2014-05-22T21:27:05Z,2021-04-20T08:30:46Z,3.0.4,2014-05
POZIE Robot Cleaners,1,POZIE Robot Cleaners,,0.0,0.0,0.0,2025-10-10T07:00:00Z,2025-12-04T19:24:51Z,1.0.6,2025-10
DolphinTech Plus,1,"The 'DolphinTech™ Plus' app is built to provide a simple to use, and incredibly clever diagnosis and repair tool.
The app is designed to save time and let you get to what’s important.
 
Technicians can:
● Connect to ALL LIBERTY™ Robots for an easy diagnose and repair
● Support only Wi-Fi® enabled power supplies
● Easily access the robot’s parameters via Bluetooth®
● Perform end user actions
● Run system diagnosis to find errors and assist with corrective actions
● Activate the robot in tic-tac mode
● Perform motor unit replacement
● Access knowledge articles and get new and extra-relevant how-to videos and documents",,1.66667,9.0,9.0,2019-08-18T19:44:44Z,2025-08-05T10:46:43Z,2.5.1,2019-08
WYRobot,1,"this app  is use for connect pool cleaner by Bluetooth,

and control the pool cleaner. 

1. user can input shape and size of pool.

2. user can select clean mode of pool cleaner.",7347.0,1.8,24.0,4.0,"Nov 30, 2020","Aug 31, 2023",1.4,2020-11
Pool Robot,1,"Control your Pool Robot with the convenience of your smartphone. 

Customizable settings, manual remote control as well as pool temperature, battery level and charging status readouts.



Supported devices: Skimbot, Skimlux",1252.0,0.0,0.0,0.0,"Dec 5, 2019",,Varies with device,2019-12
iGarden Robotics,1,"1. Smart connection, multi-device management. 
2. Share with your family, a more relaxed lifestyle. 
3. Support OTA remote upgrade. 
4. Duration The working time of the Robotic Pool Cleaner can be set. 

5. Timer Set the delay start time of the Robotic Pool Cleaner. 

6. Wall Clean Click ""Wall Clean"" to turn on and off the pool wall cleaning function. 

7.Waterline scrubbing
8.Turbo mode
9.Power display Automatically sync 

Demonstration video address:
https://youtube.com/shorts/xtKsG7qr8xc?feature=share",,1.0,4.0,4.0,2025-05-14T07:00:00Z,2025-11-20T21:25:16Z,1.0.4,2025-05
Inopool Latitude,1,this app  is use for connect pool cleaner and control the pool cleaner. user can select clean mode of pool cleaner.,343.0,,,,"Mar 28, 2023",,Varies with device,2023-03
SMOROBOT,1,"Smorobot Pool Robot Control APP provides efficient and intelligent pool cleaning robot control and management services.Smorobot is a professional app for customers to set up cleaning functions and intelligence control, allowing users to manage pool cleaning equipment safe,efficient and better experience.



·Add pool cleaner with a few easy steps

·Customized cleaning mode setting and intelligent device control

·Quickly get the status of your device and user cleaning habits 

·Convenient OTA upgrade

·Real-time after-sales service",3665.0,0.0,0.0,0.0,"Nov 8, 2024",,Varies with device,2024-11
AQUACLEAN,1,"this app  is use for connect pool cleaner and control the pool cleaner. 

1. user can control the  pool cleaner freely.

2. user can select clean mode of pool cleaner.",469.0,,,,"Apr 28, 2024",,Varies with device,2024-04
SMOROBOT app,1,,,,,,,,,
Zetta RC,1,"With this  new  app you can easily register your robotic pool cleaner online and control it remotely – Activate cleaning programs and set timer, navigate your robotic pool cleaner,  and more.",207.0,,,,"May 12, 2021",,Varies with device,2021-05
Prowler 930 – Kreepy Krauly,1,"With this easy-to-use app you can register your Prowler 930 robot pool cleaner online, control it remotely and navigate manually.",,1.23076,13.0,13.0,2017-08-20T06:08:34Z,2021-04-20T08:31:17Z,1.2.6,2017-08
Prowler RC,1,"With this  new  app you can easily register your robotic pool cleaner online and control it remotely – Activate cleaning programs and set timer, navigate your robotic pool cleaner,  and more.",1922.0,,,,"Mar 29, 2022",,Varies with device,2022-03
LadyBot,1,"With this  new  app you can easily register your robotic pool cleaner online and control it remotely – Activate cleaning programs and set timer, navigate your robotic pool cleaner,  and more.",373.0,,,,"Jan 3, 2022",,Varies with device,2022-01
Aquabot RC,1,"With this  new  app you can easily register your robotic pool cleaner online and control it remotely – Activate cleaning programs and set timer, navigate your robotic pool cleaner,  and more.",,2.0,8.0,8.0,2016-09-04T12:20:00Z,2021-07-29T14:42:56Z,1.2.5,2016-09
BWT RC,1,"With this new app you can easily register your robotic pool cleaner online and control it remotely – Activate cleaning programs and set timer, navigate your robotic pool cleaner, and more.",,3.0,2.0,2.0,2019-03-23T00:38:51Z,2019-03-23T00:38:51Z,1.2.3,2019-03
Fanttik,1,I am submitting the Fanttik mobile application for review. The app is designed to work in conjunction with the Fanttik robotic pool cleaner to provide users with complete control over the device's functions through their mobile Bluetooth connection.,705.0,0.0,0.0,0.0,"Jan 12, 2025",,Varies with device,2025-01
大头阿亮客户端 ,2,,,,,,,,,
小丽App,2,,,,,,,,,
GAEMI (일개미),2,,,,,,,,,
Aeolus Instant,2,"Comprehensive Dashboard that displays all upcoming programs, the program’s progress, summary of the program’s details, activity history for the past 21 days displayed in bar graph, and events.\nUp-to-date notification of every event that the robot encounters during the operation.\nEasy program-scheduling setup complete with a calendar view, days of the week, and start time.\nInteraction feature that enables the robot’s different expressions like greet, wink, frown and displays heart and friendly eyes, moves its hand with a gesture.  \nOne-click Demo button that allows the robot to perform a demo for a specific service, providing a glimpse of how Aeolus Robot works on site."",",,,,,2022-09-09T07:00:00Z,2023-05-27T00:15:35Z,,2022-09
PadBot Admin,2,"The new PadBot Admin helps you easily manage your robot, learn information about Piper robots, or control your robot via remote video connection.



For more information, please visit the official website of Paibao Robot http://www.padbot.cn",241.0,,,,"May 21, 2018",,Varies with device,2018-05
Pocket DONI,2,"The Pocket DONI APP is a mobile application that connects to Doni robotics products and supports the connection and control of all series of Doni robots. Through the APP, you can complete the composition and various Settings of the machine, as well as remote control, and view the running status, position, working data and other information of the machine. 

""Message"" 

When the robot triggers an abnormal alarm, it will push a message to the APP in real time through the cloud. Support users to view the messages of all robots under their name in real time, know the robot anomalies, and facilitate timely processing. 

""Remote Control"" 

View the running status of the machine anytime and anywhere, remotely control the work of the robot, and view the current position and work information of the robot in real time. 

""Task Record"" 

Can view machine history each task report.",10.0,,,,"Oct 7, 2025",,Varies with device,2025-10
MassageRobot,2,"Life hurts, so the founders designed a life-sized autonomous massage robot with collaborative robotic arms and cloud artificial intelligence. Users can control robot motion and force with their normal voice in more than 100 languages or dialects. With Machine Learning, the robot can create and recommend massage routines. In addition, users can build their own personalized routines and then share them using this intuitive mobile app.\n\nKey Features–\n\n-Choose routines from the following massage routine categories: For you, Activities, Ailments, Lifestyle, Sports, Target Areas, Wellness, and Workout.\n\n-Get a recommendation from the robot’s recommendation engine.\n\n-See routine details including tool, location, force, speed and paths.\n\n-Create your own routine.\n\n-Let the robot create a routine for you.\n\n-Run a routine when you visit us for a demonstration.\n\nEngineering --\nThe robot is connected to Google Cloud Platform and utilizes AI, ML, and Natural Language Processing services. Algorithms and AI enable the robot to recognize patterns of what humans prefer. It is learning what humans like. It’s already evolving. Using a Deep Learning Recommendation Engine, the robot will eventually learn to diagnose with increasing accuracy and prescribe massage routines with precision. The robot touches humans in a way that is so unique that it has to be felt to comprehend fully.\n\n“We believe this will disrupt the global health and wellness industry for good, “stated Christian Mackin.\n\nCollaborative Robotics -- The robot has two 6-axis collaborative robotic arms that are intrinsically safe due to mass, speed, gearing, and software limits. The robot is programmed with sophisticated algorithms and equations that process parameters from a database. Parameters such as tool-ID, location, duration, path, speed, and force describe a given routine segment. Segments can be strung together into an unlimited number of different full routines.\n\nSharing Massages --The robot is integrated with this mobile App. Users can intuitively create personalized massage routines and then share them publicly or privately. The robot uses a proprietary calibration process to measure each user’s body coordinates while setting up a profile. These coordinates are then used in an algorithm that enables users to share routines, so even the largest NFL football player can share with the tiniest ballerina. \n\nDesign --\n“People generally believe massage therapy relieves pain and stress and that it’s a far better alternative to prescription drugs or surgery, but it still doesn’t appeal to everyone.” Stated Christian Mackin \n\nWHY IS THAT? We think it’s because, among other things like economics and convenience, massage has a reputation for sexual misconduct that people don’t want to associate with. Nobody wants the jokes to be about them or worse; nobody wants to be assaulted. For people with body image issues, the last thing that will relieve their stress is a stranger rubbing the imperfections they have the most insecurities about. In everything we do, Design Thinking guides how we empathize with humans. We believe good design is both beautiful and intelligent. With deliberate and distinctive use of contemporary modern style, innovative materials such as bio-resistant coverings, and Artificial Intelligence, we aim to create forms, surfaces, and technologies that excite the senses and inspire the mind. We believe our robot can transform how people find relief from the stress and pain of life. \n\nRobot-as-a-Service-\nAfter every massage it completes, the robot knows more than the last. This futuristic product is designed to be accessible by consumers today. At health and wellness centers, with a low Robot-as-a-Service (RAAS) price point, we want to enable businesses to make robotic massage accessible and affordable so it can become an integral part of everyone's wellness program."",",,,,,2022-09-14T07:00:00Z,2022-09-14T07:07:28Z,6,2022-09
Moorebot Scout,2,"Download the ""Moorebot Scout"" App to stay connected with the robot that lets you monitor, discover, and explore the world around you.   Autonomous patrol helps you to achieve peace of mind. Paired with 3rd party home automation devices, you can enjoy the brand new smart home experience. Learn Scratch to program the robot to do more for you. And much more.",,3.17857,28.0,28.0,2021-08-05T07:00:00Z,2023-09-11T02:07:32Z,1.0.30,2021-08
Home-I MV,2,"“Home-I MV” is an app designed for the resident of ""Mansion C, Mont Verra"". It is for the residents to remotely manage their “Home-I” robot , assigning tasks to “Home-I”.



[Features]

- Call Function

Residents can call “Home-I” to a designated location.



- Delivery Function

Residents can place orders to “Home-I” to deliver items to a designated location.



- Home monitoring

Residents can view the images captured by “Home-I” with timestamps from spotting a person not registered during patrol and break in zone informed by security system.



- Setting and user management

Residents can change the settings of functions and manage the users’ information and authority.



- Shared schedule

Residents can view and edit the schedule which is shared with “Home-I”.",82.0,,,,"Jan 30, 2022",,Varies with device,2022-01
YOGO楼大大,2,,,,,,,,,
Keenon Robotics,2,"Keenon Robotics is an application for efficient management of Keenon's robots. Through the APP, you can use your mobile phone to make remote calls to the robot, view the progress of the robot's tasks in real time, manage the robot, and interact with the robot conveniently and efficiently.
Remote Call
The mobile phone can be used to make a point call to the robot to realize the interconnection between smart devices and improve work efficiency.
Task Progress
Through the APP, you can view the task status of the robot in real time, and easily get the running status of the robot.
Robot Management
According to your own usage habits, you can set up personalized robot management.
Contact Us
Your valuable suggestion is the guiding light on our way forward. Thank you very much for your attention and support. If you want to know more about Keenon, please contact us via the following ways:
(1)400-8335-808；03-6740-5095；010-3052-3244
(2)global@keenon.com",,5.0,1.0,1.0,2023-08-31T07:00:00Z,2025-12-04T19:26:36Z,2.5.1,2023-08
攀朗机器人,2,,,,,,,,,
temi app,2,,,,,,,,,
로보이츠 (ROBOEATS),2,,,,,,,,,
CLOi Station,2,"Manage your robot with CLOi Station.

This is an app that allows you to control robots by tracking their locations and statuses and receive notifications related to robot operation.

[Key Functions]

■ Provision of real-time information
- You can select a robot state, such as an error state, at the top to view only robots with the specific state.

- You can view the current service states and locations of robots at a glance. 

- You can stop, restart, or move a robot based on the robot's current service state. 


■ Call
- In the case of a delivery robot, you can conveniently call the robot to the location you want.

■ Robot management
- You can check the schedules of robots. 

- You can schedule robots’ repetitive tasks. 

■ Notification
- In the case of a delivery robot, you can receive notifications such as an arrival at the destination and the expiration of a waiting time.

- You can receive notifications when robots cannot operate due to low battery, elevator malfunction, etc. 

- You can solve robot problems quickly on your own. 
 
■ View More
- You can check your profile, customer inquiries and settings.



In order to provide services, CLOi Station requires the following access permissions:

[Optional Access Permissions]

- Camera: Used when adding videos or images in Content Management
: Used when calling or notifying in Plus Service

- Microphone: Used when adding videos in Content Management
: Used when calling or notifying in Plus Service

- Notification (Push): Necessary for guiding robot-related information such as robot error

- Location information: Used when connecting Wi-Fi to a Commercial Robot Cleaner




* The above access permissions need to be granted when you use certain functions. However, even if you don’t agree to grant the permissions, you can still use the CLOi Station service except for the functions.",,0.0,0.0,0.0,2021-06-03T07:00:00Z,2025-06-09T02:30:13Z,2.1.0200,2021-06
Robint,2,"The Robint Mobile App connects users with Robint’s robotic products, offering remote control and real-time monitoring. Users can manage their robots from anywhere, and access a wealth of operational data, including running status updates and performance details.







[Remote Control]



The app’s remote control features allow users to monitor and manage their robots' operations from anywhere, at any time, including starting or ending tasks remotely. Users can track the robots' location, view real-time task data.







[Notifications]



Real-time notifications, powered by cloud services, alert users when a robot encounters a health issue or completes a task. This ensures users are immediately informed of any important updates regarding their robots.







[Task Data]



The app also provides access to historical data, including working hours, order data, and detailed task reports, offering valuable insights into robot performance.",211.0,,,,"Jun 6, 2022",,Varies with device,2022-06
CLOi Station for Logistics,2,"This is an application that allows you to check the location and status of logistics robots provided by Bear Robotics and receive notifications related to robot operation.



[Main function]



■ Dashboard function

- You can check the logistics operation status and processing status on the day.

- You can check the operation status and status of robots operating at your workplace.



■ Schedule inquiry function

- You can check the work schedule of a specific robot.



■ Notification function

- Notifies when robot operation is impossible, such as low battery or obstacle recognition.",225.0,,,,"Feb 4, 2024",,Varies with device,2024-02
Sunseeker Robot,3,"This App is a mobile terminal application for the smart lawn mower and needs to be used with the smart lawn mower.



By binding the App and the smart lawn mower, you can use the following functions:

1. You can create robot working areas, restricted areas, channels, etc. by remotely controlling the smart lawn mower via Bluetooth.

2. You can remote control the smart lawn mower for work and recharging.

3. You can edit created maps, manage work areas, create safe areas and virtual restricted areas, etc.

4. You can check the working status of the smart lawn mower, robot power, Bluetooth and Wi-Fi connection status, etc. in real time.

5. You can schedule the smart lawn mower and reserve the robot working time.",21770.0,3.0,93.0,4.0,"Jan 23, 2025","Dec 29, 2025",1.2.9,2025-01
Mammotion,3,"With the app control, you can just walk with Luba along the boundaries of the initial mapping to program your multi-cutting zone without the hassle of digging or burying the wires.",214261.0,3.24,1513.0,162.0,"Jul 11, 2022","Jan 8, 2026",2.1.2.16,2022-07
Automower Connect,3,"The official Husqvarna Automower® Connect app allows you to take full control of your Husqvarna robotic lawnmower. The app provides two modes of connectivity depending on model; Automower® Connect for long-range connectivity using cellular communication, and Automower® Connect@Home for short-range connectivity using Bluetooth. Husqvarna Automower® Connect app provides the following main capabilities:



Status and control

•	Receive the current status of the mower.

•	Receive push notifications if the mower is stopped or is brought outside the installation.

•	Send Start, Pause and Park commands to the mower.



Configure and install

•	Have the mower’s complete menu system on your mobile device.

•	View and change the mower settings, e.g. timers and cutting height.

•	Take advantage of the high resolution and color display on your mobile device to enhance the interaction with the mower.



Security (applicable for Husqvarna Automower® Connect long-range connectivity)

•	Track your mower’s GPS position in real time.

•	Receive push notification alarm in the event of theft.",1172641.0,3.63,32289.0,305.0,"Apr 17, 2015","Nov 26, 2025",2025.8.0,2015-04
