pkg_name,title,developer,developer_id,category,content_rating,installs,score,ratings,reviews,released,updated,version,description,features,contains_ads,privacy_policy,size_mb,min_android_version
com.hubsan.drone,X-Hubsan 2,"Shenzhen Hubsan Technology Co., Ltd.","Shenzhen+Hubsan+Technology+Co.,+Ltd.",,Everyone,"100,000+",3.0816326,1004.0,65.0,"Jan 15, 2020",1762245119.0,3.8.6,"X-Hubsan 2 is a professional aircraft control software for the mid/high end drones of Hubsan and it supports real-time image transmission, flight telemetry and aerial photography so you can enjoy flying!

Main functions:
1. GPS positioning function, keep track of the aircraft position.
2. Map navigation function, view map and flight route planning
3. Real-time HD image transmission,  real-time flight telemetry display.
4. Online preview interface upgrade.
5. New editor features.
6. Flight playback, record the course of your flight.",,False,https://app.hubsan.com/view.php?page=privacy&l=en,,
com.ugcs.android.vsm.dji,UgCS for DJI,SPH Engineering,SPH+Engineering,,Everyone,"50,000+",3.2894738,277.0,22.0,"Apr 28, 2016",1709212338.0,2.39.2524,"The UgCS for DJI app is designed to establish a connection between the DJI drone and the UgCS desktop to upload and carry out previously planned automatic AreaScan, Photogrammetry, Vertical (Facade) scan, Corridor Mapping and other drone survey mission. UgCS for DJI can also be used as a stand-alone application to manually fly a DJI drone and capture photos or videos.

Compatible with DJI’s:
 - M600 / M600 PRO
 - M300
 - M200, M200 v2 series, M210, M210RTK
 - M100
 - Mavic Pro, Mavic 2 Pro/Enterprise/Zoom
 - A3
 - N3
 - Inspire 2
 - Inspire 1
 - Phantom 4
 - Phantom 4 PRO  series
 - Phantom 4 PRO V2.0
 - Phantom 4 ADV (will be detected as the profile of Phantom 4 PRO)
 - Phantom 3 (all editions)
 - Spark.

UgCS for DJI features:
 - Establish connection with UgCS desktop enabling full access to features to plan, control and fly drone missions;
 - Upload planned and calculated missions from UgCS desktop to DJI drone;
 - Start uploaded mission manually or in auto-mode;
 - Manual flight mode;
 - Flight simulator;
 - Live HD camera view;
 - Camera view stream to UgCS Desktop;
 - Manage camera settings and controls (gimbal pitch and yaw);
 - Capture photos and videos;
 - Reset home position;
 - Command vehicle to return to the home position;
 - Check telemetry data;
 - Supports metric and imperial units.

Requires: UgCS desktop
Download the latest version of UgCS: https://ugcs.com/download

About UgCS desktop
UgCS is a complete platform to plan and fly drone survey missions. Automated drone mission planning, built-in photogrammetry, facade scan, and geotagging tools, map customization and battery exchange option for long routes make UgCS an effective solution for a wide range of applications. 

Control your drones with UgCS https://ugcs.com",,False,https://www.ugcs.com/privacy-policy,,
com.vison.macrochip.gps.uav,RC FUN,Zheng Xiang,Zheng+Xiang,,Everyone,"10,000+",3.1818182,118.0,6.0,"May 14, 2019",,Varies with device,"This is an app which we can control a quadcopter to fly with a WiFi camera module , it’s also display a real-time video taken by the WiFi camera module, which include below feature.
 
    1, support VGA, 720P and 1080P resolution.
    2, support take photo and record video function.
    3, support 3D function.",,False,http://www.rhfun.com/,,
com.apponfire.android.droneapp,Go Fly Drone Remote Controller,Apponfire Co. Ltd.,Apponfire+Co.+Ltd.,,Everyone,"1,000,000+",4.315134,71954.0,513.0,"Apr 26, 2024",1767150500.0,1.2.0,"Easily fly your drone with Fly Drone Remote Controller app - Drone mobile app for remote control drone from your phone, compatible with a wide range of drones model, flycam, UAV... 

Drone Controller app offers intuitive features like drone mapping with airmap, drone panorama shooting with drone camera view from phone, drone navigation model. Elevate your drone flight experience with our remote controll drone app. Easy to control a drone flight and take great drone footage for your journey

*DRONE REMOTE CONTROLLER FEATURES:

- Drone Panorama Photography: Capture panoramic images and videos with your drone camera view on your phone. Take great drone footage to enhance your journey.

- UAV Forecast: Forecast weather for drone, stay updated on current weather conditions with real-time temperature, wind speed, and precipitation levels, ensuring safe and optimal flying conditions for your drone, flycam, or UAV.

- Drone No-Fly Zone Map: Receive instant alerts and guidance to avoid restricted areas with the drone fly zone map. Stay informed about no-fly zones near airports, military bases, and other sensitive locations, ensuring compliance and safety.

- Smart Flight Modes: Easy to remote control drone with intelligent flight modes to fly a drone with drone GPS navigation, compatible with all drone models, these modes enhance your drone flight experience.

- Drone Footage Export: Transfer your drone data media to your device for quick sharing and editing. Support for high-quality file formats: JPG, GeoTIFF, DXF/SHP, PDF, MOV, 4K, MP4,...

- Find My Drone: Utilize Drone GPS tracker to locate your drone in case of loss or emergency situations, get safe for your flight of drone.

- Home Point: Set and save a designated location as the home point for your drone. In the event of signal loss or low battery, your drone will automatically return to this point for a safe landing.

- Intuitive User Interface: Enjoy a user-friendly interface and drone camera view from phone for seamless drone control and navigation.

- On-Screen Exposure Graph: Monitor exposure levels with the on-screen exposure graph for precise control over your drone's camera settings.

- Drone Gimbal Direction Adjustment: Fine-tune the direction of your drone's gimbal for optimal camera positioning and stability.

-  Tutorials - How to fly drones for beginners: Access tutorials for beginners to get how to fly drone, flycam, or UAV piloting with ease. Experience the next level of drone flight controller and exploration with the """"Fly Drone Remote Controller"""" app.

Compatible with drone models/flycam/uav

Note: Fly Drone Remote Controller is not an official drone app; it supports drone models for Android phones. If you have any issues, please contact: support@goflydrone.app

SUBSCRIPTION FLY DRONE REMOTE CONTROLLER PLANS:

Monthly subscription: $9.99/month
6-month subscription: $24.99/6-month
Lifetime: $39.99

Terms of Service: http://apponfire.co/terms.html
Privacy: http://apponfire.co/privacy-policy.html",,True,http://apponfire.co/privacy-policy.html,,
com.digitalcarkey.go.fly.drone.remote.controller.dji.phantom.mavic.air.mini.fpv,Go Fly Drone Remote Controller,XAPPIFY,6133732840835809669,,Everyone,"500,000+",4.09901,3704.0,9.0,"Nov 5, 2024",1750233633.0,1.8,"Take your drone flying experience to new heights with Go Fly Controller Drone Remote, the advanced mobile app designed to make drone control smarter, safer, and more intuitive. Compatible with over 50 drone models, Go Fly Controller Drone Remote brings you the tools you need to explore the skies, capture stunning footage, and fly with confidence.

With an array of intelligent features and seamless compatibility, Go Fly Controller Drone Remote makes it easy for both beginners and experts to pilot drones with precision and ease.

** Compatible Devices:
- Matrice 200, 210, 200 V2, 210 V2 
- Matrice 210,  300, 350 RTK 
- Matrice 600 & Matrice 600 Pro, RTK and Ronin MX
- Matrice 100 with X3, X5 & X5R
- DJI Air2S, Mini2, Mini SE, X-Port, SkyPort, SkyPort V2, Smart Controller
- Mavic Air 2, Mini, 2 Enterprise, 2 Enterprise Dual, 2 Enterprise Advanced,  2 Pro, 2 Zoom, Pro, Air
- Phantom 4, 4 Pro, 4 Advanced, 4 Pro V2.0, P4 Multispectral, 4 RTK
- Phantom 3 Standard, Advanced, 4K & Professional
- Inspire 2, Inspire 1, Inspire 1 Pro & Inspire 1 RAW
- Spark

**Key Features:
Waypoint Flight Planning: Customize your drone’s flight path by setting waypoints for smooth, pre-planned routes. Ideal for professional aerial photography, surveying, and more.

Panorama and Spherical Capture: Create breathtaking 360° panoramic shots with a simple tap, delivering seamless horizontal and vertical panoramas.

Real-Time Weather Forecasting: Stay updated with UAV weather forecasts, including wind speed, temperature, and precipitation, ensuring safe and optimal flying conditions.

No-Fly Zone Alerts: Instantly receive alerts on restricted airspaces, helping you avoid no-fly zones such as airports and military areas.

Smart Flight Modes: Take advantage of intelligent flight modes for automated flight maneuvers. Perfect for capturing cinematic shots without needing advanced piloting skills.

Find My Drone: Track your drone’s GPS location if it’s lost, making recovery stress-free and safe.

Media Export and File Sharing: Easily export photos and videos in high-quality formats like MP4, JPG, and 4K resolution. Seamless sharing and editing capabilities.

Home Point Setting: Set a designated home point for a safe return if the battery is low or the connection is lost.

Gimbal and Exposure Controls: Fine-tune your drone’s gimbal and exposure settings directly from your phone for professional-quality photos and videos.

Flight Tutorials: New to flying? Access comprehensive tutorials for beginners and learn essential drone flying skills step-by-step.

Note: Fly Drone Remote Controller is not an official drone app; it supports drone models for Android phones.
We are constantly developing and upgrading our products, so your reviews are very valuable. Hope to receive your feedback or support through: support@digitalcarkeyllc.com

Terms of Service: https://digitalcarkeyllc.com/terms-of-service
Privacy: https://digitalcarkeyllc.com/privacy-policy",,True,https://digitalcarkeyllc.com/privacy-policy,,
com.ameta.smart.drone,Ameta Morpho,"GRANDLINEV  TECH CO.,  LIMITED","GRANDLINEV++TECH+CO.,++LIMITED",,Everyone,"1,000+",0.0,0.0,0.0,"Apr 10, 2024",,Varies with device,"Ameta Morpho, the ultimate drone app designed specifically for young minds! Packed with excitement, versatility, and safety features, AMETA Morpho drone is the perfect companion for family fun and entertainment. From thrilling flights, FPV to interactive STEAM activities, this app sparks creativity and fosters excitement in every flight. Join us on a journey where children can discover the wonders of flight.

For any assistance, please reach out to the Ameta Drone team at support.eu@ametasmart.com and support.na@ametasmart.com.",,False,https://api.ametasmart.com/privacyPolicy/language,,
com.htself.S5200.drone,S5200  Drone,dronesky,dronesky,,Everyone,"1,000+",3.1111112,11.0,4.0,"Jul 15, 2019",1577265245.0,1.0.1,"1. Real-time receiving of images captured by camera
2. Supporting mobile app and remote control to capture video
3. Supporting local storage of snapshots and videos on mobile phones
4. Supporting mobile phones to view snapshots and play video screens",,False,http://www.htoe.com.cn/g7717.aspx,,
com.rainbow.drone.v5,Rainbow for DJI Mini3/Mini4,Prodlder,Prodlder,,Everyone,"10,000+",3.1052632,154.0,13.0,"Mar 28, 2023",1767537159.0,5.8,"Support DJI Mini4Pro/Mini3/Mini3 Pro, M30, M4T/M4E Mavic 3E/3T, M300 and other industrial models.
.
App to unleash the full potential of your DJI drone (Phantom/Inspiration/Spark series), you can make your DJI drone shoot better with Rainbow.

function points:

* Stable, smooth operation, no lag
* Waypoint support, you can customize your own automatic flight, support mission continuation, save, restore, specify the starting navigation point of the flight, support navigation point actions (shooting, steering, gimbal adjustment, stop, video recording).
* Support panorama shooting
* Support orthophoto shooting, missions can be saved, continued flight, timed, isometric, hovering multiple shooting modes.
* Support aerial belt shooting, suitable for orthophotos in rivers, roads and other belt states
* Support oblique photography, cross oblique, surround oblique and other modeling shooting
* Support stereo surround 3D shooting of a single building
* Support Kml and Kml multi-region import.
* Support Shp import
* Support camera pointing in waypoint mode.
* Support tracking mode. Track the target and run around it, automatically track the target.
* Rich camera and aircraft settings.
* Rich map support, such as Gaode, Mapbox, and switchable satellite images.
* Rich setting support, such as IMU correction, compass correction, flight record, remote control multiple settings, home point update, aircraft search
* Flight voice prompts and warning support.
* A variety of help documents and interactive help guides.



If you have any suggestions or questions, please submit them through the feedback function in the software, or send them directly to email   for customer support!",,False,https://www.flydji.net/privacy.html,,
com.irobotix.netbot,NETBOT LS22,CREATE Software,6391165311479027120,,Everyone,"10,000+",0.0,0.0,0.0,"Jan 24, 2019",,Varies with device,"NETBOT LS22 APP can control your LIDAR Cleaning Robot wherever you are, the robot will carry out the cleaning working automatically according to your instructions through the APP, you just need to hail its high-efficient cleaning performances, and enjoy your clean and cosy home.

APP Intelligent Control
	Real time map: the map will be created simultaneously when robot start cleaning, you could see the working situation clearly through the APP.
	Control anywhere, anytime: easy control all functions of robot through the APP, Cleaning at anywhere, anytime
	Schedule: make the reservation for day to day cleaning working, cater for your customized cleaning requirements.
	Software update: understand the robot’s updated status through APP prompt, keep your robot with best performance.
	Multi-purpose: Not only can start, stop, pause cleaning and recharging, but support switching for multiple cleaning modes—standard, turbo, eco",,False,https://www.create-store.com/es/content/151-politica-de-privacidad,,
cz.dronetag.app,Dronetag,Dronetag,Dronetag,,Everyone,"10,000+",2.357143,63.0,16.0,"Aug 18, 2021",1764604609.0,2.188.2,"With Dronetag, all drones fly safe & compliant. Our app helps everyone to receive and read drone identification data and offers a wide range of professional features to owners of Dronetag remote identification devices. We create a world where all drones can access airspace without the need to worry about accidents.

Dronetag Mini and Dronetag Beacon are add-on devices for remote identification designed and manufactured by us. They can be attached to any drone, making it digitally visible via Remote ID standards to all air traffic participants. 

- Dronetag Mini - 
Weighs 32 grams, offers up to 14-hour battery life, and supports both Direct & Network Remote ID technologies (DRI & NRI) via Bluetooth and LTE.

- Dronetag Beacon -
Weighs only 16 grams, offers up to 16-hour battery life, and supports Direct Remote ID technology (DRI only) via Bluetooth broadcasting.

Connect your device to the Dronetag app and enjoy the following features:
- Airspace scanner displaying all participants with Remote ID (available even without Dronetag device)
- Remote identification for your drone compliant with EU & US regulations
- Option to add and manage an unlimited number of unmanned aircraft
- Map of restricted zones such as airports within the whole EU & US
- Flight planning, including the time and altitude
- Flight tracker with a real-time position on the map and notifications
- Journal feature to save and export flight data of all your drones
- Full-text search: locations, restricted zones, aircraft, and Dronetag devices

Connect with the Dronetag team
Let’s chat about drones, flying, and tech. Send us your feedback or questions to: support@dronetag.cz",,False,https://dronetag.cz/privacy-policy/,,
com.vison.macrochip.falcon.drone,FALCONDRONE,Grupo Multi,Grupo+Multi,,Everyone,"10,000+",1.7857143,50.0,9.0,"Mar 4, 2021",1760636022.0,1.2.5,"With the FALCONDRONE application, exclusive to the Multilaser FALCON model, it is possible to access the main features of the product, as well as having a good map and flight status, such as GPS, FPV settings and a series of functions to enhance the unique pilot experience. it.",,False,https://dpo.privacytools.com.br/policy-view/oBelqnmdM/1/aviso-de-privacidade-grupo-multi/pt_BR,,
nl.lvnl.godrone,GoDrone,Luchtverkeersleiding Nederland,Luchtverkeersleiding+Nederland,,Everyone,"50,000+",0.0,0.0,0.0,"Apr 14, 2020",1757929958.0,2.0.183634,"The GoDrone app, provided by LVNL and Altitude Angel in partnership, supports recreational drone flying by letting you know where and how you can fly your drone.
 
Please note that GoDrone app only provides airspace information for the Netherlands. 

GoDrone provides location-based information on areas of airspace to avoid or in which extreme caution should be exercised, as well as on ground hazards that may pose safety, security or privacy risks. 
This app will help you to abide by those rules, providing a tool to assist you in enjoying flying your drone whilst protecting your safety and the safety of other airspace users.
 
Features
View areas of controlled airspace, such as airfields and airports, where flying a drone could be hazardous or prohibited.
View ground hazards, such as schools, overhead power lines and sports venues, flying close to which may raise security, privacy or safety concerns and could breach NL rules on drone flying.",,False,https://aa-cdn-www.azureedge.net/www/policies/general_privacy_latest.htm,,
djifly.drone.gofly,Go Fly Drone Remote Controller,LeoStudio Global Ltd.,8528874717601581633,,Everyone,"1,000,000+",4.2042255,5213.0,336.0,"Mar 18, 2024",1761728199.0,2.3.0,"Elevate your drone uav or flycam experience with Go Fly Drone Remote Controller, the ultimate drone app designed to empower your UAV performance. 

<b>Support 40+ UAV drone models (Android Mobile SDK 5.10)</b>
Go 4 is the most trusted drone app for DJI 3 new models such as: 
- 3 Pro / Mavic 3 / Mavic 3 Pro / Mini 3, RC N1, RC Plus / Pro, Mavic 3M, Mavic 3T
- Mavic 3 Enterprise Series, Smart Controller Enterprise, Pilot 2 App, Assistant 2, Phantom 3 professional, O3
- Matrice 30 Series, Matrice 300 RTK (RC Plus or Smart Controller Ent), Matrice 350 RTK, D-RTK 2 Mobile Station for Matrice
- Zenmuse H20 Series / H30 Series, Zenmuse P1 / L1 / L2, Inspire 3

<b>DRONE REMOTE CONTROLLER FEATURES</b>
Offers intuitive drone controller, flight simulator, powerful fpv drone camera and seamless connectivity to unlock the full potential of your gofly drone / drone uav... through drone app:

- Waypoint: Regardless of your skill level, Smart Flight for Fly Drone provides the most user-friendly yet robust tool for creating waypoint missions (compatible with Phantom series drones).

- Panorama: Effortlessly capture 360-degree horizontal and vertical panoramas by drone camera.

- Focus mode: Go Fly for simplifies control by managing the drone's yaw axis and gimbal, allowing you to focus on horizontal movements.

- Smart Flight modes: Easy to remote control drone with flight modes to fly a drone with drone GPS navigation, compatible with all drone models, these modes enhance your drone flight experience.

- On-screen Exposure graph: Monitor exposure levels with the on-screen exposure graph for precise control over your drone camera settings.

- User-friendly interface: Enjoy a user-friendly interface and drone camera view from phone for seamless drone control and navigation.

- Expansive Drone camera view: Take control of your shots with customizable camera settings, allowing you to fine-tune ISO, shutter speed, and white balance for the perfect capture

- Simple exporting of images & videos: Easily save and transfer your high-resolution photos and videos directly to your phone for quick access and sharing.

- Tutorials: Access tutorials to assist you in getting started & how to gofly drone uav & become pilot with ease, optimize UAV performance

*Compatible with almost model with Android Mobile SDK 5.10: Mini 3 Pro, RC Plus, Smart Controller Enterprise, Mini 3, RC N1, RC Pro, Mavic 3 Enterprise Series, Mavic 3M, Pilot 2 App, Assistant 2, Matrice 350 RTK, D-RTK 2 Mobile Station for Matrice, Zenmuse H20 Series, Zenmuse H30 Series, Zenmuse P1, Zenmuse L1, Zenmuse L2, Matrice 300 RTK (RC Plus), Matrice 300 RTK (Smart Controller Ent), Matrice 30 Series, Zenmuse H30

With Mavic models, there are some features our app hasn't supported yet: Low Battery Warning, Critical Low Battery Warning, Time to Discharge, Lock Gimbal When Shooting, Sync Gimbal with Aircraft Heading, Gimbal Mode. Preview media, Play media, On/Off Head LEDs & Camera Forward/Down.

DISCLAIMER:
This app is neither an official DJI product nor affiliated with the DJI company.",,True,https://leostudio.global/policies.html,,
dji.drone.go.fly.models,Fly Go for Drone models,DRONE SERVICE COMPANIES,6127718827726856416,,Everyone,"1,000,000+",3.6985295,7494.0,339.0,"Jan 5, 2023",1761721783.0,31.8.1,"Fly Go for Drone models is the ultimate smart flight app for drone pilots who want more control, more features, and more creative possibilities. Whether you are flying for fun, for professional aerial photography, or for video production, this app gives you powerful tools and a simple interface to make every flight smooth, safe, and exciting.

Our app is designed for both beginner and experienced pilots, combining intuitive controls with advanced functions like smart flight modes, gimbal adjustments, waypoint missions, panorama capture, and find-my-drone capabilities.

<b>KEY FEATURES</b>

1. SMART FLIGHT MODES

Unlock creative flight patterns with automated smart modes that make capturing cinematic shots effortless. Fly with precision while the app handles stability and camera movement.

2. INTUITIVE CAMERA & CONTROL UI

Enjoy an expansive live camera view with on-screen information for flight speed, altitude, battery level, and exposure. Adjust settings instantly without interrupting your flight.

3. ADVANCED CAMERA TOOLS

• On-screen exposure graph for perfect lighting
• Change gimbal direction smoothly during flight
• Calibrate gimbal for accurate alignment
• Lock gimbal to stabilize footage in challenging conditions

4. PANORAMA & AERIAL PHOTOGRAPHY

Capture breathtaking horizontal or vertical panoramas directly from the app. Perfect for landscapes, real estate photography, or travel vlogs.

5. WAYPOINT MISSION PLANNING

Plan your flight path in advance by adding waypoints. Automate your drone’s route for consistent and repeatable aerial shots.

6. MEDIA MANAGEMENT

Preview and download images or videos straight to your device. Share your aerial content instantly without third-party tools.

7. FIND MY DRONE

Lost sight of your drone? Use the map-based Find My Drone feature to locate it quickly and safely.

<b>WHY PILOTS LOVE FLY GO FOR DRONE MODELS</b>

• All-in-one flight and camera control app
• Designed for both recreational and professional use
• Helps beginners learn faster with easy-to-follow tutorials
• Provides advanced tools for experienced pilots
• Works seamlessly on supported devices with stable performance

<b>COMPATIBILITY</b>

Fly Go for Drone models is compatible with a wide range of popular consumer drones, including but not limited to:

• Mini series
• Air series
• Pro series
• Phantom series
• Inspire series
• Spark series
• And more popular drone models

*Features may vary depending on your specific drone model.

<b>GETTING STARTED</b>

1. Connect your supported drone to your device.
2. Launch Fly Go for Drone models.
3. Explore flight settings, camera tools, and smart modes.
4. Take off and enjoy a smoother, smarter flying experience.

<b>DISCLAIMER</b>

Fly Go for Drone modelsis an independent app and isnot affiliated with or endorsed by DJI. DJI and all related product names are trademarks of DJI Technology Co., Ltd. All references to product names are for the sole purpose of describing compatibility.

🚀 Download Fly Go for Drone models today and experience smarter flights, better camera control, and more creative possibilities for your aerial adventures.",,True,https://ducpvt.org/dronefly/privacy/,,
com.vdadrone,VDA Drone,InfraLytiks,InfraLytiks,,Everyone,500+,0.0,0.0,0.0,"May 27, 2021",,Varies with device,"A drone based image capture, processing and analytics app to enable fast, efficient and automated building inspections. This app enables data collection from drones to generate 3D models, building drawings, PDF condition reports and ML powered objects and defect detection.",,False,https://infralytiks.com/privacy.html,,
branded.m96aed29176e84e1e8460cb6ce37417a2.droneresponders,DRONERESPONDERS,DRONERESPONDERS,DRONERESPONDERS,,Everyone,100+,0.0,0.0,0.0,"May 20, 2025",,Varies with device,"DRONERESPONDERS is a non-profit initiative dedicated to bringing together first responders, emergency managers, and search & rescue specialists under a unified organization. Its mission is to facilitate learning, training, and testing of UAS technologies, empowering public safety professionals to maximize drone operations in critical situations.

The program is led by Chief Charles Werner (ret.), who serves as the director. DRONERESPONDERS operates as an official 501(c)(3) non-profit under AIRT, Inc.'s Drones for Good initiative, advancing the responsible and effective use of drone technology for public safety.",,False,https://www.privacypolicies.com/live/b2216373-a9ec-4485-9ed7-8462c65cd614,,
gofly.drone.djigo.droneapp,Fly Go 4 App: Drone Controller,LeoStudio Global Ltd.,8528874717601581633,,Everyone,"1,000,000+",4.357798,5700.0,281.0,"Oct 18, 2024",1761728103.0,1.4.3,"Take your Go Fly Control for drones to the next level with Fly App - Drone Camera. The ideal app to enhance your go 4 fly journeys and make every adventure unforgettable.

<b>Support 40+ Drone Models (Android Mobile SDK 4.17) </b>

Drone app is the most trusted support fly app for drone models such as:
- Mini drone: Mini / Mini 2 / Air 2S, Mini 2 SE, Mini SE
- Mavic drones: Mavic Mini / Mavic Mini 2 / Mavic Air / Mavic 2 / Mavic Air 2 / Mavic Air 2S, Mavic 2 Pro, Mavic 2 Zoom

<b>MAIN FEATURES</b>
Experience seamless flying with your Mini and Mavic drones, go 4, Fly, mavic and beyond. The UAV drone app provides effortless controls, advanced capabilities, and smooth integration, helping you unlock true potential of your drone.

- Advanced Camera Settings: Take control of your shots with customizable camera settings, allowing you to fine-tune ISO, shutter speed, and white balance for the perfect capture.

- Real-Time UAV Drone Tracking: Keep tabs on your drone’s exact location at all times with live GPS tracking, ensuring you always know where it is.

- Seamless Photo & Video Export: Easily save and transfer your high-resolution photos and videos directly to your phone for quick access and sharing.

- Live Weather Data: Stay informed with up-to-the-minute weather conditions directly in the app, ensuring safer and more accurate flights.

- Fly Safe - No Fly Zones: Avoid restricted areas with real-time no-fly zone alerts, helping you fly safely and comply with regulations.

- Waypoint Missions: Whether you're a beginner or experienced, smart flight simulator offers an intuitive tool for planning waypoint missions, fully compatible with Phantom drones and other drone UAV.

- Panorama Mode: Easily capture stunning 360-degree panoramas, both horizontal and vertical, directly from your drone controller like a pilot in drone games.

- Focus Mode: Simplified drone controller that automates yaw and gimbal movements, letting you concentrate on smooth horizontal navigation or UAV performance.

*Compatible with almost model Android Mobile SDK 4.17: Mini 2, Air 2S, Mini 2 SE, Mini SE, Mavic Mini, Mavic Air, Mavic Air 2, Mavic 2 Pro, Deerc drone, Ruko drone, Tello drone...
With Mavic models, there are some features our app hasn't supported yet: Low Battery Warning, Critical Low Battery Warning, Time to Discharge, Lock Gimbal When Shooting, Sync Gimbal with Aircraft Heading, Gimbal Mode. Preview media, Play media, On/Off Head LEDs & Camera Forward/Down (Mavic Air2S: double tap is C2, 1-tap is C1)

DISCLAIMER:
This app is neither an official DJI product nor affiliated with the DJI company.",,True,https://leostudio.global/policies.html,,
com.drisit.drone_app,DrisitDroneApp,Drisit Inc.,Drisit+Inc.,,Everyone,10+,,,,"Aug 1, 2023",,Varies with device,"The Drisit Drone App allows anyone with a DJI drone to publish its drone in the Drisit network, for it to be remotely controlled over the internet from a Web or companion Mobile App.

Company Website: https://drisit.com
WebApp: https://app.drisit.com.
Companion Mobile App: DrisitorApp.",,False,https://drisit.com/privacy,,
com.netopsun.hk88drone,HK88 Drone,guanxukeji,guanxukeji,,Everyone,"1,000+",0.0,0.0,0.0,"Jun 14, 2025",,Varies with device,"Welcome to the HK88 Drone app! This is the companion application meticulously designed for our HK88 drone, aimed at providing you with an exceptional flight control and aerial photography experience.
With its simple and intuitive interface, you can easily:
Real-Time HD FPV: View a clear and smooth live video feed directly from the HK88 drone's camera.
Smart GPS Flight Modes:
Follow Me: Let the HK88 drone automatically follow your movements.
Waypoint Flight: Pre-set a flight path on the map, and the HK88 will fly autonomously along it.
Point of Interest (Orbit Mode): Select a target, and the HK88 will circle it for stunning 360° shots.
Easy Control & Shooting: Master one-key takeoff/landing, photo capture, and video recording with ease.
Gesture Recognition: Control photo taking or video recording with simple hand gestures (feature availability may depend on the specific HK88 model).
Gimbal Control: Precisely adjust the camera angle to capture the perfect shot.
VR Mode Experience: immersive first-person view flight.
Download now and embark on an intelligent aerial photography journey with your HK88 drone! Explore the skies and capture amazing moments!",,False,http://netopsun.com/pages/hk88_drone_privacy_policy.html,,
com.drcufo.rxdrone,4DRC GO,睿兴实业,%E7%9D%BF%E5%85%B4%E5%AE%9E%E4%B8%9A,,Everyone,"10,000+",3.0869565,74.0,9.0,"Jan 21, 2021",,Varies with device,"The Drone can be controlled through the mobile phone, and the camera picture of the Drone can be viewed on the mobile phone, and the pictures and videos can be saved to the mobile phone storage.The application needs to be matched with the Drone of the corresponding style. For details, please refer to the Drone 's instructions.",,False,http://blog.csdn.net/johndevelop/article/details/50990178,,
com.hs.dronego,Drone Go2,"HOLY STONE TECHNOLOGY CO., LTD","HOLY+STONE+TECHNOLOGY+CO.,+LTD",,Everyone,"10,000+",2.96,27.0,21.0,"Jun 15, 2023",1761560283.0,1.2.0,"It is used for data reading and writing application operation of Holy Stone UAV RID equipment.
The app automatically scans the Bluetooth of the Holy Stone UAV RID device, and can perform driver ID binding on the device, device information writing, viewing, editing and other applications.",,False,https://www.holystone.com/en/supports/PrivacyPolicy.html,,
com.contixo.uav,Contixo F36,Contixo Inc.,Contixo+Inc.,,Everyone,"1,000+",3.5384614,16.0,10.0,"Jun 21, 2023",1715998568.0,V1.0.5,"Capture breathtaking moments in stunning 4K resolution with the Contixo 4K Aerial Drone. This advanced drone is equipped with a high-quality camera that delivers crystal-clear, immersive footage, ensuring every detail is beautifully preserved.

Experience extended flight time and explore the skies for longer with the Contixo 4K Aerial Drone. Its powerful battery allows for prolonged flights, giving you ample time to capture amazing aerial shots and explore new horizons.

With the convenience of one-touch controls, the Contixo 4K Aerial Drone makes flying a breeze. Take off and land effortlessly, initiate a quick return home, and even capture short videos with just a single tap. It's never been easier to unleash your creativity and document your adventures from above.

Whether you're planning a family vacation or seeking outdoor thrills, the Contixo 4K Aerial Drone is the perfect choice. Its versatility and user-friendly features make it an ideal companion for both home and travel. Explore scenic landscapes, document memorable moments, and create stunning visuals that will leave a lasting impression.

Elevate your aerial photography and videography experience with the Contixo 4K Aerial Drone. Get ready to embark on a thrilling journey and capture the world from a whole new perspective!",,False,http://120.79.204.191/upload/Contixo/contixo_privacy.html,,
org.DroneBooth.app,360 Drone Booth,360 Motion Labs,360+Motion+Labs,,Everyone,100+,0.0,0.0,0.0,"Jan 27, 2023",,Varies with device,"Our 360 Drone Booth software is compatible with the DJI Mini 3 Pro drone and uses a mix of programmed paths control and sophisticated AI to optimize safe flying. Takeoff, circling, and landing all at the touch of a single button via the Android tablet. There are many customizations, such as radius, number of loops, and live gimbal adjustments, just to name a few. Live AI tracking helps ensure a safe take off, flying, and landing.

The drone is lightweight and safe, weighing only 8 ounces with the safety cage equipped!

DJI Ocusync allows for reliable connectivity with no need to worry about disconnections (tablet to drone connection does not use Wi-Fi). If something does happen during flight, the drone will hover in place. The emergency land button is always available, if you want to land the drone at any time during flight.

The equipment is super easy to transport and set up! All you need is the DJI drone, Android tablet, and the printable helipad (all of which can be easily contained in a small case).

Sharing is easy! We support the use of most existing 360 sharing platforms.

Future releases will contain different flight patterns!",,False,https://360motionlabs.com/terms/privacy_policy.html,,
